,TMC,Severity,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
1832443,241.0,2,0.0,90.0,61.0,30.12,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
135156,201.0,2,0.01,73.0,79.0,30.03,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1
2053708,201.0,3,3.25999999046,57.9,78.0,30.37,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1943381,201.0,2,0.0,63.0,56.0,30.06,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1404784,201.0,2,0.0,63.0,31.0,30.03,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
764766,201.0,2,0.0,24.0,91.0,29.93,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
671277,241.0,2,0.0,33.0,48.0,30.33,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418440,201.0,2,0.0,82.0,74.0,29.97,9.0,13.8,0,0,0,0,0,0,0,0,0,0,0,1,0
682282,201.0,2,0.0,30.0,85.0,29.7,8.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2395561,201.0,3,0.0,45.0,93.0,30.0,4.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
899615,201.0,2,0.0,73.0,35.0,30.03,6.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
192595,201.0,3,0.0,75.0,27.0,30.07,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1122458,201.0,2,0.0,65.0,93.0,29.14,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389780,241.0,2,0.0,91.0,44.0,29.94,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2182920,201.0,2,0.0,33.1,92.0,30.16,0.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1387163,201.0,3,0.0,18.0,54.0,30.51,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
894934,201.0,2,0.0,51.0,77.0,29.98,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
452771,201.0,2,0.0,77.0,78.0,29.91,10.0,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0
1069426,201.0,2,0.0,91.0,48.0,29.86,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
832853,201.0,2,0.0,61.0,83.0,29.25,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
102992,201.0,2,0.01,79.0,25.0,29.91,10.0,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2255687,201.0,3,0.0,68.0,49.0,30.01,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
677596,201.0,3,0.0,57.0,83.0,30.1,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
475682,201.0,2,0.0,73.0,38.0,29.95,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
610429,201.0,2,0.0,68.0,94.0,29.12,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1249209,241.0,3,0.0,81.0,42.0,30.04,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,1,0
911591,201.0,2,0.0,73.0,55.0,30.05,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
336588,201.0,2,0.0,62.6,68.0,30.06,8.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
848777,201.0,3,0.0,52.0,94.0,29.46,0.25,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
674461,201.0,2,0.0,60.0,67.0,29.61,10.0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0
912910,201.0,2,0.0,34.0,87.0,24.36,2.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1
461365,203.0,3,0.0,77.0,52.0,29.84,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2099048,241.0,2,0.0,42.4,90.0,30.07,4.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030906,201.0,2,0.0,85.0,69.0,29.61,10.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0
520179,406.0,3,1.82000005245,63.0,70.0,30.2,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0
758756,201.0,2,0.0,54.0,83.0,29.66,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393271,201.0,2,0.0,75.9,87.0,29.94,9.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2463350,201.0,3,0.20999999344300002,73.6,58.0,30.2,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1765842,201.0,3,0.0,78.8,34.0,30.21,15.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1725578,201.0,2,0.0,73.9,66.0,30.14,8.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0
214937,201.0,2,0.0,69.1,84.0,30.14,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
356679,201.0,3,0.0,71.6,69.0,30.27,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
894095,241.0,3,0.0,35.0,82.0,29.02,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
488875,201.0,2,0.0,88.0,51.0,29.81,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1011652,201.0,2,0.0,87.0,59.0,30.03,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1835191,241.0,3,0.0,64.2,69.0,30.02,10.0,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0
1055233,201.0,2,0.0,70.0,87.0,29.79,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0
573415,201.0,2,0.0,61.0,88.0,30.01,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486917,241.0,3,1.7799999713900003,35.6,70.0,30.34,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
445534,201.0,3,0.00999999977648,60.1,32.0,29.96,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
536671,201.0,2,0.0,64.0,78.0,29.92,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1
701243,201.0,2,0.0,27.0,89.0,28.42,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,1
158835,201.0,3,0.0,86.0,57.0,30.0,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1408228,201.0,2,0.0,24.1,32.0,30.39,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
118510,229.0,3,0.01,78.0,45.0,30.07,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147162,201.0,3,0.0,82.0,71.0,29.95,10.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1
506841,201.0,2,0.0,75.9,85.0,30.02,5.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1687043,201.0,2,0.0,93.9,16.0,29.8,10.0,5.8,0,0,1,0,0,0,0,0,0,0,0,1,1
1891498,201.0,2,0.0,66.7,91.0,29.98,10.0,10.4,0,0,1,0,0,0,0,0,0,0,0,1,0
694419,201.0,2,0.0,9.0,92.0,24.37,4.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,0
2210356,201.0,2,0.0,48.9,90.0,30.04,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
597471,201.0,3,0.0,60.0,72.0,30.06,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774797,201.0,3,0.0,99.0,30.0,29.83,10.0,4.6,0,0,1,0,0,0,0,0,0,0,0,1,0
744794,201.0,2,0.0,40.0,49.0,29.95,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336063,201.0,3,0.0,66.2,88.0,30.09,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
566843,241.0,3,0.0,87.0,55.0,29.11,10.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232868,201.0,2,0.0,82.4,74.0,30.1,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0
1263112,241.0,2,0.0,43.0,61.0,29.8,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2401816,201.0,2,0.0,71.1,93.0,29.93,10.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,1
1311545,201.0,2,0.0,61.0,70.0,30.18,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
69872,343.0,3,0.01,72.0,44.0,30.09,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1910909,201.0,2,0.0,71.1,96.0,30.14,5.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
43568,201.0,2,0.0,78.0,54.0,29.11,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
811007,201.0,3,0.0,73.0,46.0,30.11,10.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587930,201.0,3,0.0,50.0,86.0,30.17,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1405220,201.0,3,0.0,54.0,100.0,30.02,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1066030,203.0,2,0.0,70.0,93.0,29.82,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718159,203.0,3,0.0,88.3,61.0,30.02,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1244155,201.0,2,0.0,51.0,86.0,28.92,6.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0
851318,201.0,2,0.0,70.0,90.0,30.06,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
652252,201.0,2,0.0,64.0,90.0,29.06,10.0,10.0,0,0,1,1,0,0,0,0,0,0,0,1,0
1624225,201.0,2,0.0,86.0,36.0,29.72,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
457650,201.0,2,0.0,66.0,60.0,30.0,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
682115,201.0,2,0.0,57.0,36.0,28.92,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405957,201.0,2,0.0,55.9,37.0,30.18,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
953259,201.0,2,0.0,73.0,93.0,29.87,5.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182131,241.0,2,0.0,54.0,88.0,29.79,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0
883937,241.0,3,0.0,28.0,78.0,28.96,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
990677,201.0,2,0.25,66.0,93.0,29.07,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412727,201.0,3,4.1300001144400005,77.0,96.0,29.94,10.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0
1599093,201.0,3,0.0,46.6,49.0,30.21,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2195825,201.0,3,0.0,50.0,37.0,30.13,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1
4389,201.0,3,0.0,64.9,70.0,29.91,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
694241,201.0,2,0.0,67.0,84.0,29.84,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1016718,201.0,2,0.0,60.0,75.0,30.05,10.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
327851,245.0,3,0.01,59.5,46.0,29.66,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1424038,201.0,3,0.0,46.8,46.0,30.2,10.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1246011,245.0,3,0.0,71.0,49.0,29.64,10.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334657,241.0,2,0.0,66.2,88.0,30.03,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1577477,201.0,3,0.709999978542,36.0,70.0,30.09,10.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2265979,201.0,2,0.0,27.0,66.0,30.27,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1733643,201.0,2,0.0,77.0,78.0,29.92,20.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1681542,201.0,2,0.0,91.0,16.0,29.85,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,1,0
828090,201.0,2,0.0,65.0,78.0,29.75,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1359166,201.0,2,0.0,44.1,43.0,30.01,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1540440,201.0,3,0.0,52.0,66.0,30.33,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1073445,241.0,2,0.0,91.0,45.0,29.66,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468095,201.0,3,0.0,68.0,76.0,30.15,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2369950,201.0,2,0.0,79.0,48.0,29.86,10.0,4.6,0,0,1,0,0,0,0,0,0,0,0,1,0
2179469,201.0,2,0.0,27.5,45.0,30.28,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
981634,201.0,2,0.0,77.0,26.0,24.34,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1366603,201.0,3,0.0,48.9,52.0,29.76,10.0,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0
1027239,241.0,3,0.0,87.0,37.0,29.96,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
764306,201.0,3,0.6100000143050001,35.0,61.0,29.94,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
954733,201.0,2,0.0,96.0,35.0,29.88,10.0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0
439781,201.0,2,0.019999999553,63.0,54.0,29.94,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
987344,201.0,2,0.0,80.0,85.0,29.96,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036657,241.0,2,0.0,80.0,78.0,29.31,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1
143150,222.0,2,0.0,91.4,59.0,30.1,10.0,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0
381596,201.0,2,0.01,32.0,38.0,30.46,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
867470,201.0,3,0.0,60.0,53.0,29.96,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
287094,201.0,3,0.0,68.0,81.0,30.12,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
505801,241.0,2,0.0,82.9,69.0,29.78,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2376357,247.0,3,0.0,61.0,87.0,30.07,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1742513,201.0,2,0.0,57.2,72.0,30.2,30.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2008052,201.0,2,0.0,44.6,57.0,30.17,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1175291,201.0,2,0.0,61.0,35.0,28.19,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153629,201.0,3,0.0,79.0,52.0,30.06,10.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378753,201.0,2,0.0,78.1,46.0,29.86,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1082996,343.0,2,0.0,59.0,81.0,29.91,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1703866,201.0,3,2.38000011444,76.3,80.0,29.98,10.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34636,201.0,2,0.01,61.0,54.0,30.19,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
136528,201.0,2,0.0,78.1,87.0,30.02,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
524218,201.0,2,0.0,56.0,93.0,29.49,9.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2191427,201.0,2,0.0,33.1,38.0,29.62,10.0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2414006,241.0,3,0.0,80.1,34.0,30.04,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2269724,201.0,3,0.0,50.0,93.0,29.86,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1850081,201.0,2,0.0,80.1,79.0,30.06,10.0,8.1,0,0,1,0,0,0,1,0,0,0,0,1,0
1481094,241.0,3,0.0,64.0,80.0,30.14,10.0,4.6,0,0,0,0,1,0,0,0,0,0,0,0,1
157218,201.0,3,0.0,73.0,87.0,29.78,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
349545,201.0,2,0.0,73.9,57.0,30.05,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1341563,201.0,2,0.0,41.0,35.0,30.63,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2317236,201.0,2,0.0,57.0,55.0,30.06,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,222.0,3,0.0,96.1,18.0,29.69,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
965089,201.0,3,0.0,66.0,63.0,25.62,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
340887,201.0,2,0.01,66.9,37.0,30.05,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
660,201.0,2,0.01,53.6,94.0,29.83,4.0,5.8,0,0,0,0,0,0,0,0,1,0,0,1,0
1474727,201.0,2,0.0,51.1,89.0,29.61,6.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0
583865,201.0,2,0.0,68.0,65.0,29.99,10.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0
916393,201.0,2,0.0,52.0,45.0,28.89,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
444319,229.0,2,0.019999999553,75.9,27.0,29.99,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2437884,201.0,2,0.159999996424,75.0,44.0,30.06,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1090537,241.0,3,0.0,83.0,63.0,29.91,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603125,201.0,2,0.0,50.0,83.0,30.21,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1913423,201.0,2,0.0,78.1,90.0,30.0,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
1739977,201.0,2,0.0,52.0,69.0,29.86,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1
193429,241.0,3,0.0,75.9,56.0,29.92,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1934193,201.0,2,0.0,65.5,25.0,29.93,10.0,9.2,0,0,1,0,0,0,0,0,0,0,0,1,0
206966,201.0,3,0.01,46.9,74.0,30.26,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
2273052,201.0,2,0.0,79.0,25.0,29.98,10.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0
377373,201.0,3,0.01,42.1,82.0,30.03,6.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0
2400118,229.0,3,0.0,75.2,100.0,29.88,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1225898,201.0,3,0.0,38.0,86.0,29.21,10.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0
824339,201.0,3,0.0,55.0,53.0,29.32,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
378769,203.0,2,0.01,50.0,48.0,30.06,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2433974,201.0,2,0.0,62.1,80.0,30.14,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1
2316456,201.0,2,0.0,51.1,63.0,30.32,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1975387,201.0,2,0.0,80.6,51.0,29.95,9.0,13.8,0,0,1,0,0,0,0,0,0,1,0,0,0
1794137,201.0,2,0.0,75.9,94.0,29.98,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1236637,201.0,2,0.0,45.0,87.0,29.07,10.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257698,201.0,3,0.0,83.0,36.0,29.85,10.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030091,201.0,2,0.0,61.0,87.0,29.98,8.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1869405,201.0,3,0.7400000095370001,75.9,82.0,30.05,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1
862128,201.0,3,0.0,47.0,93.0,29.24,10.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814525,201.0,3,0.0,79.0,66.0,29.95,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
58543,201.0,2,0.01,57.0,83.0,30.0,7.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
2340537,201.0,3,0.0,71.6,50.0,29.8,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1900380,201.0,2,1.76999998093,54.0,90.0,29.98,9.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1482866,201.0,2,0.0,50.0,68.0,30.4,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
2014616,201.0,2,0.0,52.0,45.0,29.74,10.0,6.9,0,0,1,0,0,0,0,0,1,0,0,1,0
2305848,201.0,2,0.77999997139,77.0,44.0,30.12,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0
2176848,201.0,2,0.0,53.1,29.0,30.31,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0
659318,201.0,3,0.0,43.0,93.0,29.15,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
422130,201.0,2,0.01,54.0,90.0,30.06,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
675173,201.0,3,0.0,40.0,97.0,29.03,2.0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1808333,201.0,2,0.0,66.0,70.0,29.72,10.0,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0
1448934,201.0,2,0.0,19.9,62.0,30.39,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
615761,201.0,2,0.0,72.0,76.0,29.21,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607101,201.0,2,0.0,59.0,90.0,30.09,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1414910,201.0,3,31.829999923699997,3.2,72.0,30.33,10.0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2149973,201.0,2,0.0,53.1,34.0,30.12,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2331307,201.0,2,0.0,55.4,63.0,30.32,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
2400749,201.0,3,0.0,90.0,54.0,29.89,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1976709,229.0,2,0.0,61.0,70.0,29.88,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2219451,201.0,2,0.300000011921,28.4,34.0,30.63,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,1,0
2168470,201.0,3,0.0,53.1,93.0,30.06,10.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,1
1617508,201.0,2,0.0,50.0,68.0,30.04,10.0,3.5,0,0,1,0,0,0,0,0,0,0,0,1,0
2267824,201.0,3,0.0,54.0,28.0,30.28,10.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1687737,201.0,3,0.0,84.0,58.0,30.01,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
191697,201.0,2,0.0,71.4,58.0,30.26,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
48553,201.0,2,0.0,75.0,66.0,29.94,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
627146,201.0,2,0.0,52.0,23.0,28.89,10.0,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1054972,201.0,3,0.0,84.0,38.0,29.0,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002533,201.0,2,0.0,66.9,52.0,30.0,10.0,3.5,0,0,1,0,0,0,1,0,0,0,0,0,0
1339891,201.0,2,0.0,30.9,52.0,30.63,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
558042,201.0,2,0.0,76.0,67.0,29.66,9.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
99773,201.0,3,0.0,73.0,42.0,30.03,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2031550,201.0,2,0.0,61.0,29.0,30.13,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0
2204578,201.0,2,0.0,82.4,62.0,30.19,7.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1530266,201.0,2,0.0,69.1,57.0,30.16,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
265910,201.0,2,0.01,48.0,46.0,30.15,10.0,11.5,0,0,1,0,0,0,0,0,0,0,0,1,0
167061,201.0,2,0.0,86.2,45.0,29.81,10.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1767115,201.0,2,0.0,84.9,72.0,30.09,6.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1803111,201.0,3,0.0,82.9,69.0,29.89,8.0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1100536,201.0,3,0.0,78.0,84.0,30.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
817931,201.0,3,0.0,71.0,27.0,29.44,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470829,201.0,3,5.8000001907300005,42.1,31.0,29.93,10.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1186009,201.0,3,0.0,71.0,87.0,29.41,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1741710,201.0,3,0.0,71.6,94.0,30.18,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
12490,201.0,3,0.01,51.1,68.0,30.12,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
962465,201.0,3,0.0,58.0,78.0,29.98,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019353,201.0,2,0.0,85.0,69.0,29.47,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20917,201.0,2,0.0,86.0,27.0,29.89,10.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0
1220985,201.0,2,0.0,66.0,54.0,29.19,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1579153,241.0,3,0.0,71.6,41.0,29.79,10.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2381710,201.0,2,0.0,84.0,72.0,29.98,10.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1499372,201.0,2,0.0,77.0,88.0,30.11,10.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2448563,201.0,3,0.0,66.9,90.0,29.89,2.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
12257,201.0,3,0.01,44.6,93.0,29.8,8.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1346895,201.0,2,0.0,55.4,100.0,29.77,10.0,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0
2003309,241.0,3,0.0,53.1,55.0,30.01,10.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
